OBJECTID,A_NUMBER,A_TYPE,A_DATE,A_STATUS,A_STATUS_DATE,A_PROJECT_NAME,A_DESCRIPTION,A_USER_ID,A_CASE_PLANNER,CODE,DESCR,CODE_1,DESCR_1,USER_NAME,EMAIL,ORIG_FID,CreationDate,Creator,EditDate,Editor,x,y
6455,D2300114,PL_MINSP,4/24/2023 3:03:08 PM,APP,7/9/2024 5:25:29 PM,MLK Apartments ,"180 apartments in 6 buildings totaling 64,530 square feet on 9.651 acres",TREYFI,TREYFI,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Trey Figueroa,Trey.Figueroa@durhamnc.gov,6455,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2028172.54616511,797162.72851561
6457,D1900224,PL_MINSP,7/11/2019 11:12:33 AM,APP,12/20/2019 11:23:05 AM,Duke University William Field House Addition,Additional locker room and storage,WILLIAMLI,COURTNEYMC,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Courtney McQueen,Courtney.McQueen@durhamnc.gov,6457,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2024947.67389949,821402.892187476
6471,D2300072,PL_MINSP,3/9/2023 2:19:27 PM,APP,2/28/2024 4:25:37 PM,Kirad's Furniture,Construction of building and supporting infrastructure.,ADDMGR,ROBINSH,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Robin Schultze,Robin.Schultze@durhamnc.gov,6471,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2045873.95319636,791294.692187488
6479,D1900109,PL_MINSP,4/17/2019 12:06:52 PM,APP,7/31/2019 1:28:10 PM,Northern Durham Convenience Site ,Construct a new solid waste convenience site for Northern Durham County residents,MICHAELKL,ELIZAMO,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Eliza Monroe,Eliza.Monroe@durhamnc.gov,6479,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2024473.0164776,894129.539843738
6481,D0900008,PL_SSP_SM,1/13/2009 7:46:00 AM,APP,1/16/2009 12:36:08 PM,TTA Bus Transfer Facility Amendment,"Addition of phasing lines and adjustments to walks, shelters, etc.",JUSTINH,DDOTY,APP,Approved,PL_SSP_SM,Level 3 - Administrative Site Plan,Dennis Doty,Dennis.Doty@durhamnc.gov,6481,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2047615.06530572,772987.535546854
6487,D1400399,PL_MINSP,12/23/2014 1:33:11 PM,APP,5/1/2015 10:35:00 AM,Fairway Townhomes at Croasidaile,Development of 27 townhomes with a common access and utility easement,DACIARE,BDOBRZENSKI,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Bo Dobrzenski,Bo.Dobrzenski@durhamnc.gov,6487,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2018011.12546198,831921.712109357
6506,COA1800095,PL_MJ_COA,11/12/2018 12:00:00 AM,AP_CON,4/26/2019 10:11:29 AM,900 Arnette Avenue - New Construction and Site Work,"The current lot is vacant and non-contributing to the local historic district. The owner wishes to build a new duplex that is complimentary and consistent with the surrounding buildings. One of the units will rent at market rate, and the other will be reserved for lower-income renters. This is an effort to increase the number of affordable housing units available in Durham. ",TERRIEL,KROSENBERG,AP_CON,Approved With Conditions,PL_MJ_COA,Major COA,Karla Rosenberg,Karla.Rosenberg@durhamnc.gov,6506,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2025265.15280573,816284.330468729
6519,D1100210,PL_MINSP,10/20/2011 10:31:16 AM,APP,2/7/2012 11:19:18 AM,Sovereign Street Office Building,"3,175 sq ft office building with 25 parking spaces. on .59 acres zoned CG and located at 2120 Sovereign St",DACIARE,DCULTRA,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Danny Cultra,Danny.Cultra@durhamnc.gov,6519,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2022195.8758526,828954.141406238
6520,D2200290,PL_MINSP,8/31/2022 12:47:50 PM,APP,8/19/2024 2:43:22 PM,Morehead Elementary School Renovation and Expansion ,"Proposed project to expand the existing west academic wing and build a new gym adjacent to the service yard, the exterior environments will be improved.",TREYFI,TREYFI,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Trey Figueroa,Trey.Figueroa@durhamnc.gov,6520,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2025513.70319636,814613.517187476
6522,D1800094,PL_SSP_SM,3/27/2018 2:38:30 PM,APP,8/8/2018 1:50:29 PM,Duke Regional Hospital - Oxygen Tank Replacement,"Replacement of existing oxygen tank
",MSIMPSON,COURTNEYMC,APP,Approved,PL_SSP_SM,Level 3 - Administrative Site Plan,Courtney McQueen,Courtney.McQueen@durhamnc.gov,6522,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2028983.23014948,832134.567968726
6527,D1000004,PL_MINSP,1/5/2010 7:40:19 AM,APP,12/20/2010 3:44:28 PM,Durham Place,"272 unit apartment and a 5,044 square foot clubhouse development with 565 required vehicle parking spaces on 16.009 acres, located at 500 S. LaSalle Street, north of Duke's west campus, between LaSalle to the east and 15-501 to the west, on the south side of Kangaroo Drive.",JOANNEG,JMORRIS,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,,,6527,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2014568.82038386,823371.321874976
6542,D2100059,PL_MINSP,2/23/2021 2:25:15 PM,APP,4/27/2021 3:35:56 PM,Project Flash Amendment (EXPEDITED),"Revisions include Duke Energy Easement, Parking Additions, and Contracting Road Revisions",JOHNRA,TREYFI,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Trey Figueroa,Trey.Figueroa@durhamnc.gov,6542,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2045935.84694636,858353.54101561
6548,D1700048,PL_MINSP,2/14/2017 1:05:34 PM,APP,6/30/2017 3:53:57 PM,Cookery Expansion,Construction of a 381 SF one-story addition to the SW corner of the existing building.,LEEDA,TREYFI,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Trey Figueroa,Trey.Figueroa@durhamnc.gov,6548,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2024855.83288385,817668.386328101
6554,COA1000040,PL_MJ_COA,6/1/2010 2:41:50 PM,APP,7/6/2010 2:47:02 PM,2015 West Club Boulevard Addition and Renovations,Addition and renovations to exterior of house,AKRAMER,AKRAMER,APP,Approved,PL_MJ_COA,Major COA,,,6554,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2022579.09811823,824989.729687482
6558,D0800254,PL_MINSP,10/31/2008 3:37:14 PM,APP,3/6/2009 1:02:45 PM,Erwin Road Mixed Use II (Revised),340 unit apartment and 1940 square foot retail mixed use development with 500 parking spaces on 3.97 acres zoned MU(D),FRANCISCOM,DCULTRA,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Danny Cultra,Danny.Cultra@durhamnc.gov,6558,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2016721.18600886,822436.204296857
6559,D2200185,PL_MINSP,6/9/2022 12:36:27 PM,APP,1/9/2023 11:08:12 AM,Latino Community Credit Union Gilbert Street Branch,New bank building with associated parking and site improvements. ,ROBINSH,ROBINSH,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Robin Schultze,Robin.Schultze@durhamnc.gov,6559,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2032576.54069635,817516.164453104
6568,D1200037,PL_MINSP,2/23/2012 10:15:11 AM,APP,5/3/2012 3:44:31 PM,Hope Valley Commons Building W,Amendment to provide additional building area in Building W and revising parking calculations. ,JEANETTEBR,LDARDEN,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,,,6568,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2011592.5289776,788826.752734363
6572,D1000241,PL_MINSP,10/7/2010 4:45:33 PM,APP,12/2/2010 3:57:12 PM,Thompson Ridge Temporary Sales Trailer,2160 sq. ft sales trailer and 15 parking spaces within the proposed  Thompson Ridge Development. See concurrent site plan D1000111.,JEANETTEBR,GSHERRON,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,,,6572,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2009476.12546198,826403.39257811
6578,D1800015,PL_MINSP,1/23/2018 1:05:14 PM,APP,11/7/2018 1:03:16 PM,Corning Phase 2,Manufacturing addition and parking,COLERE,COLERE,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Cole Renigar,Cole.Renigar@durhamnc.gov,6578,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2043823.4305401,853170.905859351
6584,D0800023,PL_SSP_SM,1/22/2008 12:00:00 AM,APP,2/13/2008 12:18:13 PM,NC Farm Bureau Exterior Canopy,Addition of a 530 square foot canopy over the existing impervious surface in the service area at an existing building on an 8.935 acre site,TDANNER,TDANNER,APP,Approved,PL_SSP_SM,Level 3 - Administrative Site Plan,Teri Danner,Teri.Danner@durhamnc.gov,6584,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2045716.90983698,789177.609374985
6587,D1200302,PL_MINSP,11/15/2012 10:29:08 AM,APP,2/18/2013 4:26:48 PM,Fidelity Creekside Courtyard,Outdoor dining area for office use. ,FRANCISCOM,DCULTRA,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Danny Cultra,Danny.Cultra@durhamnc.gov,6587,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2041724.12897761,777418.402343735
6591,Z1400023,D_REZ,9/8/2014 12:33:07 PM,APP,4/8/2015 12:39:56 PM,Hendrick Southpoint Overall,"300,000 sf nonresidential development",JOANNEG,AWOLFF,APP,Approved,D_REZ,Zoning Map Change,Amy Wolff,Amy.Wolff@durhamnc.gov,6591,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2017323.0477276,782446.664453104
6594,D1300189,PL_SSP_SM,6/27/2013 9:38:04 AM,APP,12/19/2013 12:23:40 PM,Sheetz at Hillsborough and LaSalle,Redevelop existing Shell gas station and vacant Blockbuster building for new Sheetz store including modifications to existing Autozone and retail shops parking lots with no increase in impervious surface. ,DACIARE,LHODGES,APP,Approved,PL_SSP_SM,Level 3 - Administrative Site Plan,,,6594,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2015975.16843073,826114.887109354
6598,D1200059,PL_SSP_SM,3/29/2012 10:29:39 AM,APP,6/14/2012 2:42:59 PM,Falls Pointe at the Park,Site plan revision to correct survey error discovered after construction of apartment development and to extend existing storm flow pipe per legal agreement,JMORRIS,DCULTRA,APP,Approved,PL_SSP_SM,Level 3 - Administrative Site Plan,Danny Cultra,Danny.Cultra@durhamnc.gov,6598,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2033046.81100886,776958.448437482
6601,COA2300031,PL_MJ_COA,4/12/2023 2:20:25 PM,APP,6/7/2023 11:16:12 AM,"801 Onslow Street - New Construction, Site Work",Construction of an ADU in the rear NW corner of the property. Unfinished two-car garage with a finished one-bedroom apartment upstairs.,KROSENBERG,,APP,Approved,PL_MJ_COA,Major COA,,,6601,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2025119.73796198,822536.873828113
6602,COA2200034,PL_MJ_COA,6/6/2022 12:00:00 AM,APP,10/24/2022 11:37:25 PM,911 S Duke St - Addition,"Conservatory addition to rear of house, above garage",KROSENBERG,KROSENBERG,APP,Approved,PL_MJ_COA,Major COA,Karla Rosenberg,Karla.Rosenberg@durhamnc.gov,6602,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2027092.91569635,815014.797265604
6617,COA0700062,PL_MJ_COA,11/9/2007 12:06:45 PM,APP,7/13/2010 2:11:31 PM,Fire Department Generator,New generator for fire station,LMILLER,,APP,Approved,PL_MJ_COA,Major COA,,,6617,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2030278.70554011,817698.058593735
6619,D1900242,PL_SSP_SM,7/19/2019 4:03:05 PM,APP,11/4/2019 4:40:21 PM,Alexander Place Amendment 1,"Reduce number of townhouse units to 157, add phasing, parking, elevations, landscape, easement, retaining wall, boardwal, and road improvement changes",JESSICADO,JOHNRA,APP,Approved,PL_SSP_SM,Level 3 - Administrative Site Plan,John Rabon,John.Rabon@durhamnc.gov,6619,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2032220.6305401,776266.230468735
6633,D1800105,PL_SSP_SM,4/4/2018 10:07:54 AM,APP,8/8/2018 3:01:11 PM,Duke Energy Tower 66 Verizon 2E3082 Chin Page Road,,COLERE,COURTNEYMC,APP,Approved,PL_SSP_SM,Level 3 - Administrative Site Plan,Courtney McQueen,Courtney.McQueen@durhamnc.gov,6633,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2050889.80827448,782834.27148436
6638,D1900254,PL_SSP_SM,7/30/2019 1:40:52 PM,APP,11/8/2019 12:49:35 PM,2515 NC HWY 55,"Restripe parking lot, add planting areas, add concrette wheelstops,add dumster enclosure",KRYSTALRA,COLERE,APP,Approved,PL_SSP_SM,Level 3 - Administrative Site Plan,Cole Renigar,Cole.Renigar@durhamnc.gov,6638,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2032428.38796198,802491.617187485
6650,COA2200081,PL_MJ_COA,12/27/2022 9:34:11 AM,APP,3/21/2023 2:43:45 PM,1112 Arnette Ave Amendment ,Major Amendment to COA1900044. Addition and Modifications,KROSENBERG,SARAHLO,APP,Approved,PL_MJ_COA,Major COA,Sarah Long,Sarah.Long@durhamnc.gov,6650,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2025241.87350886,815076.55664061
6655,Z2100024,D_REZ,6/21/2021 12:00:00 AM,APP,1/12/2023 4:28:38 PM,Highgate Commercial,Development of a small commercial operation. Text only development plan.,JOANNEG,DCULTRA,APP,Approved,D_REZ,Zoning Map Change,Danny Cultra,Danny.Cultra@durhamnc.gov,6655,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2017692.22819635,786409.63867186
6656,COA1300076,PL_MJ_COA,7/2/2013 12:00:00 AM,APP,8/6/2013 1:03:55 PM,126 & 130 East Main Street New Construction,"New construction to include one level of below grade parking and mechanical space with access from the rear alley, ground level commercial space, four levels of residential space, and a rooftop amenity space. The project will be approximately 20,505 square feet. ",AKRAMER,AKRAMER,APP,Approved,PL_MJ_COA,Major COA,,,6656,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2029648.26257135,816847.105078101
6673,D1100126,PL_MINSP,6/30/2011 10:26:01 AM,APP,10/4/2011 3:32:48 PM,Durham Hilton Garden Inn Conversion,Hotel conversion to Hilton brand with minor site plan upgrades. ,DACIARE,DCULTRA,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Danny Cultra,Danny.Cultra@durhamnc.gov,6673,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2044782.42819636,780014.085546851
6677,D2100325,PL_MINSP,9/23/2021 8:28:59 AM,APP,5/25/2023 3:36:07 PM,Mason Farms Conservation Subdivision,"Residential Subdivision with 142 proposed lots, wastewater collection and treatment, well water system.",JALISAHA,COLERE,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Cole Renigar,Cole.Renigar@durhamnc.gov,6677,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2029028.1414776,864171.594921857
6682,D1800368,PL_MINSP,11/20/2018 2:04:45 PM,APP,2/12/2019 7:38:10 AM,RCC Development,Moving a parking lot and moving a pond,JESSICADO,JESSICADO,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Jessica Dockery,Jessica.Dockery@durhamnc.gov,6682,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2037801.34069635,807506.703906238
6687,D1900414,PL_MINSP,12/2/2019 3:39:31 PM,APP,9/16/2020 10:08:37 AM,Duke Regional Hospital Addition,"New addition for the exisitng hospital, along with revised loop drive and parking areas",COLERE,COLERE,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Cole Renigar,Cole.Renigar@durhamnc.gov,6687,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2028983.23014948,832134.567968726
6690,D1700375,PL_MINSP,12/5/2017 2:58:26 PM,APP,5/7/2018 9:04:19 AM,Urban Import Warehouse Expansion,"11,000 SF warehouse",COURTNEYMC,COURTNEYMC,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Courtney McQueen,Courtney.McQueen@durhamnc.gov,6690,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2035140.7899151,802133.121484354
6691,D1100048,PL_MINSP,3/10/2011 10:01:18 AM,APP,10/17/2011 9:27:00 AM,Parkwood Elementary School 2011 Renovation,"Interior building renovations, enclosure of two covered walkways, improved accessibility to parking, entries, and recreation facilities, resurface asphalt, formalize dumpster, repair and improve storm drainage.",LEEDA,LDARDEN,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,,,6691,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2027934.01296198,779392.079296857
6696,D1900182,PL_MINSP,6/7/2019 3:24:23 PM,APP,6/16/2020 5:09:28 PM,Springhill Suites Hotel,"205 Rooms, 126,000 sf total floor area - J. Morris - intake 6-7-19",JOHNRA,JOHNRA,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,John Rabon,John.Rabon@durhamnc.gov,6696,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2063497.59108698,789685.269140601
6704,D1400240,PL_MINPP,8/5/2014 3:07:26 PM,APP,4/30/2015 5:01:54 PM,Rosedale Subdivision,8 SFD lot subdivision at Rosedale Ave. Medium Density Residential. single family detached homes,DACIARE,DCULTRA,APP,Approved,PL_MINPP,Minor Preliminary Plat,Danny Cultra,Danny.Cultra@durhamnc.gov,6704,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2022690.42350885,813682.987890601
6706,D1000065,PL_SSP_SM,4/19/2010 1:32:16 PM,APP,5/20/2010 4:51:13 PM,"Office Depot- Landscape, Lighting & Sign Revision",Site plan amendment to D06-800 Office Depot - Add sign along S. Miami Blvd. and add two parking lot light poles,JEANETTEBR,JMORRIS,APP,Approved,PL_SSP_SM,Level 3 - Administrative Site Plan,,,6706,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2043961.89538385,773936.03710936
6726,D1700366,PL_SSP_SM,11/21/2017 2:51:40 PM,APP,1/29/2018 4:14:31 PM,Croasdaile Country Club Amendment,Deck and stair addition.,KYLETA,COURTNEYMC,APP,Approved,PL_SSP_SM,Level 3 - Administrative Site Plan,Courtney McQueen,Courtney.McQueen@durhamnc.gov,6726,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2014780.93288386,830585.311328113
6727,D2200202,PL_MINSP,6/15/2022 11:14:23 AM,APP,6/14/2023 7:11:12 PM,Wesley Downs ,229 unit single family (101) and townhome (128) residential development. ,JESSICADO,ROBINSH,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Robin Schultze,Robin.Schultze@durhamnc.gov,6727,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2053231.0946026,806889.027343735
6728,D2000037,PL_MINSP,2/7/2020 2:32:43 PM,APP,8/12/2020 9:23:28 AM,Biogen Redundant Power,add generator yard + duct banks,JOHNRA,ELIZAMO,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Eliza Monroe,Eliza.Monroe@durhamnc.gov,6728,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2038261.34264947,772158.259374976
6731,D2400099,PL_MINSP,4/25/2024 8:31:54 AM,UN_RE,7/30/2024 8:43:03 AM,Crescent Drive Development,Phased development consisting of 90 multifamily units and 17 townhomes and the associated infrastructure.,JALISAHA,JALISAHA,UN_RE,Under Review,PL_MINSP,Level 4 - Administrative Site Plan,JALISA HARRIS,Jalisa.Harris@durhamnc.gov,6731,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2000889.68561824,790188.15820311
6734,Z1000003,D_REZ,3/12/2010 2:46:35 PM,APP,11/29/2011 2:52:17 PM,Downtown North,,WBLALOCK,AWOLFF,APP,Approved,D_REZ,Zoning Map Change,Amy Wolff,Amy.Wolff@durhamnc.gov,6734,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2029722.51960261,819849.300781235
6737,Z1600026,D_REZ,8/8/2016 8:37:55 PM,APP,9/19/2017 10:46:52 AM,Barbee Road Retail,Retail Use,BRYANTGR,JAMIESUN,APP,Approved,D_REZ,Zoning Map Change,,,6737,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2024337.6883526,784692.774609357
6753,D2100445,PL_MINSP,12/13/2021 2:06:48 PM,APP,3/10/2025 3:15:39 PM,2142 E. Geer Street,Subdividing existing lot and proposing a convinience store with a 8 gas pumps,JALISAHA,TREYFI,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Trey Figueroa,Trey.Figueroa@durhamnc.gov,6753,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2045659.5211651,827666.842187479
6756,D1900436,PL_MINSP,12/20/2019 3:27:51 PM,APP,2/14/2020 2:46:59 PM,Oak Grove Memorial Gardens - Mausoleum Addition,Constructuion of new 890 sf mausolem and associated sidewalks,DCOWARD,COURTNEYMC,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Courtney McQueen,Courtney.McQueen@durhamnc.gov,6756,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2055307.87897761,826076.930859357
